ID,sentence,label
881,Having trouble with volume.,0
729,After receiving and using the product for just 2 days it broke.,0
513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
661,I'm happy about this purchase- good quality and low price.,1
2069,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0
838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
1238,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1224,"It was either too cold, not enough flavor or just bad.",0
1735,"Probably never coming back, and wouldn't recommend it.",0
2691,Go rent it.  ,1
1891,Their rotating beers on tap is also a highlight of this place.,1
2212,A world better than 95% of the garbage in the theatres today.  ,1
1231,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0
999,"You can not answer calls with the unit, never worked once!",0
2745,"In a word, it is embarrassing.  ",0
651,I found the product to be easy to set up and use.,1
18,Works great!.,1
236,best bluetooth on the market.,1
1681,Your staff spends more time talking to themselves than me.,0
1456,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
1520,"Oh this is such a thing of beauty, this restaurant.",1
992,Lasted one day and then blew up.,0
2610,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1
1433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
2531,The movie is full of wonderful dancing (hence the title!  ,1
2104,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
2311,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
1953,Con: spotty service.,0
1410,I don't know what kind it is but they have the best iced tea.,1
2695,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
903,I love being able to use one headset for both by land-line and cell.,1
1406,I'll definitely be in soon again.,1
2106,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0
1333,Everything was gross.,0
1958,My husband said she was very rude... did not even apologize for the bad food or anything.,0
1339,There is nothing authentic about this place.,0
411,I highly recommend this device to everyone!,1
2498,Well... Just if you keep thinking how bad it is.  ,0
923,cool phone.,1
2666,"I agree with Jessica, this movie is pretty bad.  ",0
2543,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1
139,Voice recognition is tremendous!,1
841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
2366,One of the most disappointing aspects is the lack of notable gore.  ,0
318,I want my money back.,0
1576,I swung in to give them a try but was deeply disappointed.,0
2699,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1
641,Very wind-resistant.,1
1674,Awesome service and food.,1
1390,"If you want healthy authentic or ethic food, try this place.",1
1499,Waitress was sweet and funny.,1
2732,"She is as lovely as usual, this cutie!  ",1
203,The best electronics of the available FM Transmitters.,1
1400,This one is simply a disappointment.,0
1049,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
2410,And the accents are absolutely abysmal!  ,0
1903,"And the drinks are WEAK, people!",0
1435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
1068,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
241,the phone was unusable and was not new.,0
980,Echo Problem....Very unsatisfactory,0
2378,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0
2345,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
1325,The black eyed peas and sweet potatoes... UNREAL!,1
2000,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0
1608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
2476,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
329,Rip off---- Over charge shipping.,0
1065,"Great food and service, huge portions and they give a military discount.",1
2710,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
1685,Total brunch fail.,0
1514,Everything was perfect the night we were in.,1
941,I have tried these cables with my computer and my iPod and it works just fine.,1
2138,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
1000,Wow... Loved this place.,1
679,The volume for the ringer is REAL good (you have choices how loud).,1
2568,And it was boring.  ,0
2728,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
1925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
1029,The worst was the salmon sashimi.,0
831,All three broke within two months of use.,0
1004,The selection on the menu was great and so were the prices.,1
2603,Avoid at ALL costs!  ,0
2247,"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
34,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
1980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
1109,Sooooo good!!,1
875,This is by far the worst purchase I've made on Amazon.,0
126,Basically the service was very bad.,0
2030,The problem was the script.  ,0
2740,Lange had become a great actress.  ,1
1331,"Both of them were truly unbelievably good, and I am so glad we went back.",1
907,How stupid is that?,0
1797,This place is great!!!!!!!!!!!!!!,1
1721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
1921,This place is disgusting!,0
2438,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1
1662,The owners are super friendly and the staff is courteous.,1
818,Doesn't do the job.,0
2215,The camera really likes her in this movie.  ,1
1809,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
2105,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
662,I love the look and feel of Samsung flipphones.,1
1507,My gyro was basically lettuce only.,0
1595,The croutons also taste homemade which is an extra plus.,1
1307,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0
2088,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
1765,Tasted like dirt.,0
2436,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0
110,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1
225,These are certainly very comfortable and functionality is decent.,1
2040,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
1455,The chicken wings contained the driest chicken meat I have ever eaten.,0
494,Pretty piece of junk.,0
1377,"In an interesting part of town, this place is amazing.",1
75,Love this product.,1
2461,"If you love death and decay, and Shakespears lyrics... this is the one.  ",1
302,Someone shouldve invented this sooner.,1
1290,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
2332,there are so many problems i dont know where to start.  ,0
920,much better than the hard plastic cases.,1
1496,The pancake was also really good and pretty large at that.,1
2657,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0
743,"Bought mainly for the charger, which broke soon after purchasing.",0
94,Dont waste your money...,0
731,None of the three sizes they sent with the headset would stay in my ears.,0
336,Obviously there is a problem with the adhesive.,0
799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
113,"Great product, fast shipping!.",1
564,Yet Plantronincs continues to use the same flawed charger design.,0
2092,No plot whatsoever!  ,0
1660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
1525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
837,I don't like this Nokia either.,0
2090,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
2637,It's very slow.  ,0
2604,Star Trek V The final Frontier is the worst in the series.  ,0
2609,Editing: The editing of this film was phenomenal in my opinion.  ,1
2673,Not easy to watch.  ,0
1422,"Furthermore, you can't even find hours of operation on the website!",0
1246,"Seriously flavorful delights, folks.",1
57,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
58,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,1
632,I did not have any problem with this item and would order it again if needed.,1
1893,Worst Thai ever.,0
230,The battery is completely useless to me.,0
1366,My wife had the Lobster Bisque soup which was lukewarm.,0
1286,Things that went wrong: - They burned the saganaki.,0
2342,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
1865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
1165,DELICIOUS!!,1
438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
1516,it was a drive to get there.,0
1420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
1706,The atmosphere here is fun.,1
385,The worst piece of crap ever along with the Verizon customer service.,0
444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
669,Setup went very smoothly.,1
2258,This film (and I use that word loosely) is an insult to the movie-going public.  ,0
1814,I love this place.,1
175,Superb Phone on a Great Network.,1
1144,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1
179,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
2487,"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0
355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0
2441,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1
623,"Plus, I seriously do not believe it is worth its steep price point.",0
2597,It was clear that she had the range and ability to pull off this part.  ,1
1544,"No, I'm going to eat the potato that I found some strangers hair in it.",0
2103,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
938,Logitech Bluetooth Headset is a 10!.,1
555,It's AGGRAVATING!,0
1941,Probably not in a hurry to go back.,0
65,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0
2526,"Seriously, it's not worth wasting your, or your kid's time on.  ",0
1714,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
2711,"The film's dialogue is natural, real to life.  ",1
1642,"Our waiter was very attentive, friendly, and informative.",1
1943,Not good by any stretch of the imagination.,0
802,"Great price, too!",1
474,The delivery was on time.,1
2512,The stories were as unbelievable as the actors.  ,0
1189,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1
1908,We won't be returning.,0
637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
2467,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0
2114,Everything is appalling.  ,0
1094,say bye bye to your tip lady!,0
2163,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",1
1961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
1705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
1759,The service was poor and thats being nice.,0
1791,Once your food arrives it's meh.,0
244,It defeats the purpose of a bluetooth headset.,0
987,Phone falls out easily.,0
1959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
2070,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
531,They refuse to refund or replace.,0
793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
1446,Will not be back.,0
2561,This scene is very strong and unpleasant.  ,0
2019," The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  ",0
299,Battery life still not long enough in Motorola Razor V3i.,0
1863,I love their fries and their beans.,1
1781,Join the club and get awesome offers via email.,1
2336,but the movie makes a lot of serious mistakes.  ,0
2458,"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1
614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
2012,The Songs Were The Best And The Muppets Were So Hilarious.  ,1
331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
1092,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
2148,There is a brilliant twist ending.  ,1
1675,A fantastic neighborhood gem !!!,1
2721,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0
1126,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
35,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,0
2714,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
1293,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
2404,I saw this movie and I thought this is a stupid movie.  ,0
493,I had Verizon 2 years ago and really liked their service.,1
1358,Best fish I've ever had in my life!,1
1565,I will never go back to this place and will never ever recommended this place to anyone!,0
2294,But this movie really got to me.  ,1
1119,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1216,Soggy and not good.,0
198,The pleather case doesn't fit.,0
2514,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
1310,Fantastic food!,1
293,DO NOT PURCHASE THIS PHONE.,0
1480,We asked for the bill to leave without eating and they didn't bring that either.,0
1014,I was disgusted because I was pretty sure that was human hair.,0
2099,THERE IS NO PLOT OR STORYLINE!!  ,0
1613,"Sorry, I will not be getting food from here anytime soon :(",0
1922,"Every time I eat here, I see caring teamwork to a professional degree.",1
549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
449,There's really nothing bad I can say about this headset.,0
1898,Highly unprofessional and rude to a loyal patron!,0
2593,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1
2723,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1
2286,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1
22,The commercials are the most misleading.,0
781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
1592,OMG I felt like I had never eaten Thai food until this dish.,1
199,"useless phone, simply deaf.",0
2665,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
415,"I have used several phone in two years, but this one is the best.",1
384,Magical Help.,1
680,And none of the tones is acceptable.,0
697,It doesn't make you look cool.,0
1117,I've had better atmosphere.,0
1751,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
1997,Overall I was not impressed and would not go back.,0
296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1
967,Beautiful styling though.,1
2164,Everything from acting to cinematography was solid.  ,1
1556,AVOID THIS ESTABLISHMENT!,0
403,Very pleased with this headset.,1
2328,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
578,It does everything the description said it would.,1
1579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1
111,This phone is slim and light and the display is beautiful.,1
229,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0
1663,Both great!,1
642,"Obviously they have a terrible customer service, so you get what you pay for.",0
445,"I searched the Internet, and found this one to be the best value.",1
719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
99,I'm very disappointed with my decision.,0
2007,"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
854,Comfortable in my hand.,1
359,"The microphone also works well, but (according to people I have called) it applifies everything.",1
1919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
221,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0
1280,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
1019,did not like at all.,0
916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
1762,"The chicken dishes are OK, the beef is like shoe leather.",0
763,This particular Model would not work with my Motorola Q smartphone.,0
2006,Wasted two hours.  ,0
551,Thank you for such great service.,1
4,The mic is great.,1
2018,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1
821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
2162,This is one of the best movies out there that shows such strong sibling bond for each other.  ,1
413,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0
1386,I will come back here every time I'm in Vegas.,1
1938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
1785,The nachos are a MUST HAVE!,1
1198,Very friendly staff.,1
1877,Go To Place for Gyros.,1
682,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
2169,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0
1031,This was like the final blow!,0
539,none of the new ones have ever quite worked properly.,0
2663,I didn't realize how wonderful the short really is until the last two scenes.  ,1
524,Works great!.,1
1963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
1222,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0
1072,The service was meh.,0
82,"Well packaged, arrived on time, and works as intended.",1
1627,Any grandmother can make a roasted chicken better than this one.,0
217,"I also didn't like the ""on"" button, it felt like it would crack with use.",0
2228,"I wish I could enter negative values, admins?  ",0
309,They do not care about the consumer one bit.,0
1461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
1281,Service stinks here!,0
521,Thanks again to Amazon for having the things I need for a good price!,1
515,Mobile Phone Tools are a must have.,1
1864,Always a pleasure dealing with him.,1
2117,The script iswas there a script?  ,0
1819,This place should honestly be blown up.,0
2398,The characters were all funny and had the peculiarity of not having a true lead character.  ,1
2692,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
1445,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
853,These products cover up the important light sensor above the ear outlet.,0
2015,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0
577,That company is a joke.,0
2742,I never walked out of a movie faster.  ,0
2171,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
1711,Not my thing.,0
2131,"This movie suffered because of the writing, it needed more suspense.  ",0
120,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1
2120,"Utterly without merit on any level, this is akin to torture.  ",0
2288,Overall I rate this movie a 10 out of a 1-10 scale.  ,1
2619,You will leave the theater wanting to go out and dance under the stars.  ,1
1884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
1097,Food arrived quickly!,1
2635,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1
1890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
1370,I left with a stomach ache and felt sick the rest of the day.,0
2405,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
760,Would not reccommend.,0
828,Doesn't Work.,0
1635,We were promptly greeted and seated.,1
1536,If there were zero stars I would give it zero stars.,0
31,This product is ideal for people like me whose ears are very sensitive.,1
2186,They could be used as exemplars for any set designer.  ,1
681,camera color balance is AWFUL.,0
1035,The only redeeming quality of the restaurant was that it was very inexpensive.,1
2718,Enough can not be said of the remarkable animation in this film.  ,1
1241,Now this dish was quite flavourful.,1
2062,I'd advise anyone to go and see it.  ,1
2479,GO AND SEE IT!  ,1
908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
200,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1
1668,"The owner used to work at Nobu, so this place is really similar for half the price.",1
2516,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1
2540,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0
670,its extremely slow and takes forever to do anything with it.,0
1089,Everything was fresh and delicious!,1
1383,The food was terrible.,0
303,Good price.,1
1352,Everyone is treated equally special.,1
1851,I probably would not go here again.,0
475,Very easy to use.,1
1252,The Greek dressing was very creamy and flavorful.,1
443,Restored my phone to like new performance.,1
1610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
1104,This is one of the better buffets that I have been to.,1
601,"The real killer is the volume, and of course it breaking.",0
1790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
1629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
1329,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
1296,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
1275,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
19,It clicks into place in a way that makes you wonder how long that mechanism would last.,0
1688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
238,I was very excited to get this headset because I thought it was really cute.,1
1804,They were golden-crispy and delicious.,1
6,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",0
880,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
2709,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
896,Great phone.,1
504,I wear glasses and it fits fine with them.,1
1412,"For service, I give them no stars.",0
2529,The transfers are very good.  ,1
2515,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1
1761,The place was not clean and the food oh so stale!,0
1443,Nothing special.,0
147,Its reception is very very poor.,0
2365,The film looks cheap and bland.  ,0
1251,There is nothing privileged about working/eating there.,0
485,A Disappointment.,0
2285,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1
1084,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0
849,I bought two of them and neither will charge.,0
954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
435,Warning - Stay away.,0
376,Protects the phone on all sides.,1
348,This little device has transformed my organizational capability and made my life a whole lot easier.,1
1509,Thoroughly disappointed!,0
2375,"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0
1654,The patio seating was very comfortable.,1
816,Product is exactly as described.,1
2459,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1
1057,Not much seafood and like 5 strings of pasta at the bottom.,0
970,I plugged it in only to find out not a darn thing worked.,0
2497,Highly recommended A+  ,1
196,You'll love how thin it is.,1
1476,We enjoy their pizza and brunch.,1
40,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1
2108,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0
1737,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
1717,Tonight I had the Elk Filet special...and it sucked.,0
1437,I like Steiners because it's dark and it feels like a bar.,1
885,"When it opens, the battery connection is broken and the device is turned off.",0
794,"The internet access was fine, it the rare instance that it worked.",0
2545,"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1
1228,"As for the ""mains,"" also uninspired.",0
934,"You get extra minutes so that you can carry out the call and not get cut off.""",1
2614,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1
603,I am more than happy with this product.,1
2449,The least said about the acting the better.  ,0
2616,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1
1992,A lady at the table next to us found a live green caterpillar In her salad.,0
133,!I definitly recommend!!,1
2178,This was such an awesome movie that i bought it off of Ebay.  ,1
2153,"Even if you love bad movies, do not watch this movie.  ",0
699,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
2549,"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
1993,the presentation of the food was awful.,0
98,Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1
1096,Will be back again!,1
